RATING_ID,ORDER_ID,RATING
c8f88128-a63e-4ae8-b88e-c9e75565e8ef,2a89b5d6-d25b-4e23-80cf-fbc03edb1796,3
383e39d7-827d-4e07-9ffb-b60a37b13d0a,275173bd-2821-42b0-9543-993a3462e290,2
21fa8a23-ffac-445f-9ce7-ed9d4f0230b2,52d663e2-a1f1-485e-9b2b-8a73e270a25d,2
189f34a0-264d-4a07-aac0-ec1f885cee56,f0f89844-e74d-42ad-9927-4ec8149af284,3
cc2d770d-cfb4-4f96-b642-27a3a137a738,030b9456-e578-4fc1-b1c1-ccf16fce62fb,2
7985fafb-183d-4a33-965a-0c6dab0f98e5,c3d6a392-eb6b-4269-9267-99e610bad1b4,2
f10a5aa8-b75d-43ad-9364-69c4ccf1f753,e86f10f8-04cc-4daf-a068-7b9313c874ab,3
d629d188-eddc-4865-9c9e-257bb5702d07,12125275-73cb-44a4-86ce-b8c68c0d2bba,3
59994106-69ea-4166-9c3b-523e8605c3a9,322ebf59-c3be-4b61-bb53-589717f2fb16,1
180423ec-6207-4d0b-9cf4-72b4ca17a571,906d2a17-f788-4e5a-80f9-d75e2c860e04,1
797ed0cd-f2a2-48d2-adb6-c1b95cfb6baa,ea2a23b8-ae3f-48c6-a24f-8d7ed39e472d,3
fc54e7a8-a84a-4036-9ca7-3adabe31bb9f,c59a58d3-91db-4c97-9a75-ae16af3d6a20,4
47e7c889-25a4-4152-9913-6043efc01b80,8069cf00-4141-4729-9008-de65ed169b76,4
f559bd85-5faa-4c99-b6ba-dc448c0ad8b3,88e001a8-bf3a-4119-8197-8d26607318b3,3
62fb239f-7864-4e33-8a50-80070a1ac894,c30925a7-703f-48c6-a15d-5bfcd9685bd5,2
a9e662b8-7613-4744-b844-5c70088b5f75,797ae18e-7f4e-4e30-903c-b1b771a9e314,3
cff780b1-50ef-4975-8e47-228437c9d66e,b8dc4f03-31f8-4933-9de7-147117d01701,1
ae1ee04b-f690-4ab1-b9ca-1050f3188dea,d96dea5c-7864-470c-be16-9c9f087a0cf5,2
3931327d-e571-4852-8174-b93a903e0546,9c9d2807-e7fb-4d44-a372-d517a612abd3,4
4e02282c-5b14-4cc9-b048-e41fb41f4e8c,617b1601-cca1-44f1-a3ad-388a54b904d2,5
9aa68564-6fd7-4926-bfaf-eb945dffabff,0cfd6120-fd20-4c11-8d76-070978fe9d24,2
8173e251-9d25-4688-a327-9727d6ed0cf0,763e5232-ef0a-4ff9-9998-3795c2f2327f,3
08553360-2560-4a1c-b1fb-353eafc98424,2c069ff6-ad0c-495c-9531-5e664f0fc38c,5
615f2201-71d1-4672-8126-cf68b22cb5b3,366a29df-be20-475a-8edb-3af9bfc55cc5,3
ec0c7b8e-05dd-4e3f-99aa-895514e8badc,5517b874-db0c-44bf-b48e-b115c29ff385,3
b52f60a0-5aa5-4d33-a538-a8d926b540fd,e43c7626-4c7e-4577-a8d3-1dc285b2704f,3
7720c36f-04a5-476f-8034-15b1ac14d3f0,ab44414d-2503-4b92-ad0b-bff85ca3186d,2
8ae964c9-e66d-43a8-bf98-b44b75fb71af,90e886ae-ba2a-4709-81fa-89e700a0a4e6,4
acc3fc22-6595-48e3-b10c-dd68494f80b9,0596c017-8e27-49a5-a164-3c9ca9bc42a0,1
ba1443f7-679a-444d-84cb-138094fd87f7,ab1f3c67-77cf-4dbf-8c51-f2f87810c99a,5
3b2fb4f3-c68e-4aeb-be0d-0a388f1b1862,3895981a-f9d7-401e-92a4-6755ecab95e5,5
c4fec52c-93a5-4e9f-a4e6-e4a66c940ffa,a54ab1fb-6c98-48e8-ad81-f05a9cb61a62,3
5e95e180-7bd6-464e-a30b-10f93f47b492,6c5a5583-e9d2-4e23-b9d5-9775de1adaa8,4
95be88e7-101f-4a20-9cae-60aaa7234389,ff9ec2ee-eebe-40ff-97c6-f3f152503a28,3
ff559926-7112-4a41-a091-48631fd9f379,96929c9a-a402-4bf0-b130-ba104a151e12,5
b8ad8f7b-477d-4275-a5bf-669747e33cdf,ddc39dc5-1817-4e1e-84b9-c1b47c31665e,3
2143df2f-05f4-4bbf-a3d4-6977a746dbba,9095e13c-2ac4-4362-82ab-d4263d7c4698,2
db05974f-2ff5-4ec8-91b6-752cb92c5902,81531d8d-6572-48ce-b468-d9332bf65fb6,2
766ae41b-40a3-48c5-a472-d8f2b53fc52c,4f8074cd-be74-48e3-8b90-cd19c7dcc946,3
0fc05144-b416-4a18-b7d9-b8006f2dbd2c,a8b42490-dfe7-4829-8be8-373a59d48c15,3
2be75e3c-b5b3-4bbc-8d48-1f77c0766ac6,e67c39be-0e3a-4387-ba39-91ab867b2ccc,5
7ec17654-64db-4b4e-95cf-d17871fe01d1,2562aa3c-ac3d-41de-b860-53ac3b205763,4
dccc64e8-ea9a-4834-8426-438fdccdedd3,29481484-b082-4d0b-9bb8-2ce826c36300,4
c2ec29cd-3a53-4c6b-9ab4-26c3ca0da9dc,78f2a6db-50cb-4bce-9f45-db914d58816a,3
6ee157ce-6f9d-417f-a7cd-0d0fc54fe9db,33a705f4-8ea0-4e2c-9b98-a2639595d505,4
e6a3c414-85f7-49a7-b6d8-be9c8f2e9276,a48ee138-2384-46e4-905c-1d6d0768014b,4
d520c93d-25f5-4141-9728-4171365be0d4,f9ae2653-9cb7-4acc-a3f2-3a4c2ecc5eed,1
8a81688f-946d-4192-8b56-e3ffb3f680f7,d017017a-f3bb-439c-95b2-2dc709e65418,3
06f1ab65-a7be-492b-b204-6a53f91a67b8,32096387-f819-4004-a4c7-283a59ce8d94,4
4dac67b5-5326-4a0e-b777-952ddf69b633,16c2298b-4904-4f96-9ec3-ea4b4a8dfb62,2
2309728d-a34a-43b9-9c1f-ba18504d4278,4a8757fd-96be-4db8-a660-f6f1c4c9b09a,5
bdac7bd7-0c3e-4a71-8919-ecfb2f994473,778a93f7-4ed3-4957-9c10-6d6484776a27,3
8ed520b2-2dc8-4d52-bc10-dc4c3d80a460,c597c0a8-4dac-4106-81eb-61c4d62edd9b,5
9a7f67a8-b12a-40dd-b012-841add82ca3a,44ecfa8f-b3fc-4dff-84a6-d01e82002da6,1
aaa7b3b1-a0a4-4c95-acd5-8711bc23f303,990c3e1b-1e88-4e69-a507-ad79b1fbe22a,4
694e7a82-3f32-418c-af55-f58e8ffa7b08,141e84e1-5d50-4b19-8d01-f023092d9fcd,2
65ffdfe5-af23-490a-afde-325ce0c2747c,f277b23c-ccda-4696-b1c2-9bfe88b51eb3,3
df7fa09e-63ee-4ae4-ac71-d2eb402b0ebc,92878d45-ac22-4f40-a3e7-8c11b236f4d4,3
e2e8d49d-267d-4fb5-8cf4-284e12e2f3b0,2c222434-c713-4541-87e4-85a277a39842,1
5b1b2540-7ec9-406c-ac2a-7950de9796b3,027b000d-193b-4db4-a8de-d7fff7440585,3
628cd08a-5db8-4cd4-9404-8ff2e04d8bed,674fc40e-9578-4263-be40-df78db58baca,2
b1dacf40-f4de-4575-a7f2-8245d3215062,852a1985-4f86-4dd7-a072-859746ed1539,2
2be8c76f-e84d-4a6e-92c8-30446742786c,a7c69b19-c73b-448c-9944-f7ab9269fb3c,5
fc9d45c2-5d1c-4021-9ec6-f983ebacbf7a,be40a9c0-bd38-40bd-9bf4-d65f5c189a63,3
58f82907-540f-40c4-875e-771c781c5ed2,27a46d38-3e3f-4d98-a6e8-c46f707302a7,2
111f3ffb-e17c-4272-8e2a-696a7ddd7553,2ac2b6d8-0d2b-4f94-9e8a-7fe54d1a3c62,4
da8a6510-d956-4519-80b7-261934971aa4,88d90648-ad19-483f-89a5-fa6b77a030e0,4
595d3058-81ad-43c4-a9cf-f9bb28f66cb4,13914df8-877c-443a-b5a0-e00280a17f42,3
7fe4d57f-cfc4-454c-8b30-8b6822da7dbf,88ab3da0-e7cf-4716-a854-10fb2e92a4ec,5
30c9c2d3-66c2-4434-87a8-f4134096d04c,9d05dfed-6e7e-4005-9e76-21d4259fd743,1
40f1be15-cf88-4040-9f5b-73ea255a1e9b,b101bcc2-0269-4fd9-bc2c-04ad652bf61a,5
af323cfa-4edf-463a-b63a-3e438834f9c3,00afd659-b540-48e4-8585-8da69e83edc4,2
5c8d4099-cf4a-4779-a74a-5364fcf640dd,8b609bec-1fa8-41f6-bf2a-4dd014d16bf8,5
9c7f6b3e-ebcb-4447-bc64-237ddf5895ee,5acb77e0-71a4-4917-850f-5cba6a7ac876,2
080bf784-5eae-454f-ac46-c0938792287c,6f86abc3-0b3f-4a82-9cea-96622d47e86d,1
84d2bd70-e721-47ea-901f-2383969c22e6,a01c3867-5768-45b0-8d3d-1069c612ea83,3
c195d5c2-255d-48c1-8ac5-335ddd0ff48f,60db35d3-c502-45c3-b0e2-8b2d1f698917,4
3bb4ea3c-9347-448a-b6bf-2c37acb6e0a5,6f502747-ecbb-4fbd-8462-ae111203b926,5
9888e2fe-7b7f-4575-bb17-7616f73230bd,a8085621-29ed-4679-ab80-f45e9b34ae28,1
05626cbd-9c02-4771-8798-80408bae3644,4a561ae6-d9de-4807-b5c0-17a1597d446e,4
9cf7f775-dde6-4b12-a774-7dc373ae151c,0fcd52a7-5b78-48b6-a5c1-8d6ac2cd4eb2,4
00bce553-9973-43cb-8298-9f1a20678d08,28cd3003-5a82-4968-830b-eebcc9da7d68,5
1be135ef-8dca-4780-8363-bb87198f714e,9836fb9e-c756-4a9a-a123-ae5e1b7699e1,2
20805955-c5bc-4a95-98db-265a6595ab69,d5c59a8e-8555-47f9-ab7d-196e3f90bae4,5
d41d669f-7634-4b27-b2ec-c7fb1c4a7c86,7bc4cf49-a389-43de-9e62-d7b2281ba55e,2
20e02008-a445-45fe-8d5f-feb7386ee6c1,19da71ec-655b-4ca8-9474-b62c78e12e12,4
b741932d-db2e-4eda-b3b5-9a570bde8a92,cde61f6e-e52e-4b1a-bca5-861d689812d1,3
bd056b85-1964-478e-b2ea-836df8092d3f,b5934972-897e-4d2e-a591-7de4b8460133,5
fc10d412-f158-4f4f-b178-58951dbfe9d9,6f6f0748-048a-4200-8306-97a8127fe5d4,2
0c37edf5-e95e-48c2-9d1a-4da70371ac55,ecd6c37b-0baa-42dd-8ab1-1773aecda686,4
279c29c0-7f22-4272-8e4d-5559db632088,21b5edb2-8f68-4db8-99a2-02ffcdfe6189,4
4cb717a0-e7b8-417c-9ac7-60e7f7cb53a3,dc1544e3-71fe-40e9-b48f-df32a1988efa,4
c3eb3187-7f38-4aa2-9cce-9eb0a598e39f,c0641388-d6db-4ac2-a635-4406652dbb5c,5
39f6f58a-154d-4916-b486-1c6f2fc50153,4932e406-e9a1-45b1-a763-f89917b89460,1
88091ee6-d44d-4e5d-bf9c-56e8680c98e1,7dc43218-ddff-431c-9018-e0ec178b6c37,2
452724c7-990d-45e4-bc08-10580eec29c9,aa498dc3-0685-442e-97cf-ed7d2f30fc9c,2
6ead2fb0-e47f-4b8a-8d96-4de55e74688f,1904aafd-2e79-46ae-8d24-c84773f630b0,4
8981602e-28f7-4996-a022-ef25c59dec8e,a6888b92-f012-4fe6-8ba7-2b2381d75450,3
5b971b83-be09-4447-a83c-874d8426ed92,5d49e80c-6e7e-473c-8d04-2e6a5ccdc588,2
ff205870-50b5-4cdc-b12f-abba47b49da4,a947da28-06f4-47e2-8d5d-3d41397a6ad5,1
9df86fb6-3dca-4b16-9c4d-8d059c7617e5,a2d1afc4-c80e-4b64-b2a8-2c2400faab6f,1
2add8a61-5cfe-400d-bdc2-1b7e3674513c,d41eb9f1-b91d-48b4-8e1b-9128d6f6794d,2
d98d10d9-5e60-4ba4-b576-d57fe04b2e09,cb859db6-f75c-405c-acce-6166be8c168a,2
0a941437-1371-49b6-ae76-d1d2a0e536d5,0658cade-4f2f-496f-bbc5-7b1e6f92dd5e,4
e5ed4533-7ffb-46ea-ba9c-01c4ac7a3297,523895fb-733e-4782-a56b-2c0c55d83c73,4
ea4cccd7-b490-4174-bb30-a57be8caeb71,998c467f-79fc-4c8f-a380-cd1ee22df6d1,4
b2f564c3-bd48-4307-b0e3-24c86549ab6d,219a965f-bec4-4fc0-9f08-f046651b397f,4
b3570132-771f-42f7-8ead-c95d0c930f77,f63b7f2f-8acc-4329-858a-a6eb460c29e6,5
94554e99-a010-4ae9-a90c-c2d7f2df652b,2b3cb919-1324-45f0-b227-5c7b506bba38,4
0192c7fc-04dd-44cd-865f-9fa6c08ad8bb,1584af78-743e-405a-bb0f-35eaace2054f,1
34c39954-dc64-48dd-b6d5-80ec038134fa,a828697d-28f2-445e-b593-d0e31982cd6a,4
805a39e1-9379-4181-8385-68f943adfe38,20d3650a-878f-4fa3-b61f-961f893c8991,5
5de8dd71-6529-449a-a7b0-d0a0e4c58c55,af222f66-70a9-49d8-9abb-559ceec5a3aa,2
a5b9d861-eead-472b-9796-6fb95f1989b6,3a914e3e-5030-4e80-8c8d-63d10ae014a2,3
5e9fb48e-3a2c-48fe-8e5b-95b21b96716c,0aed33fa-97e6-454a-b3c7-a4d93542ab6c,5
dd14515a-85b8-4a49-852d-8598b369a4c7,bf908d57-02b0-4256-8ee3-c0a006854d42,3
af33a8c0-82f5-4563-9c50-223b18306350,5ecd1469-db86-4884-9106-04100b450e94,2
97e7de69-ed59-46c2-95ee-0498daecd78f,d6ab2315-0e09-4035-a851-69b2fe77e936,2
f96f651d-1683-477e-b356-fa70d2211c3c,1431e14c-1da9-4c49-bdc9-80e2cc2ed6c5,2
5a38234c-be67-4aea-8f17-6f3c423346ac,dedaa291-9736-466f-abe6-b6ea498adcd3,3
54ab4e84-968e-41bf-b097-553fe3f670fd,dce05253-eec3-43ee-8ea9-f0effb321f5d,5
b9e1ea14-13a6-4e3c-b31e-a2688b515633,ef85736a-e059-4f82-a0bd-a5aab3780993,1
b42b5071-e0a9-4d6b-87ac-6c78d039f527,8bb93fa9-2587-41f5-9087-c2510adb4193,4
cbae07c7-7dda-4757-8ca3-358e5ed26889,63bca106-1351-47f2-9c2e-e2c79ad3f1e6,3
042ae0c9-7a4d-4017-a750-b614c288c5a8,17bbb006-3d70-4705-b99e-b85bb6916f78,2
aee740bc-d9ba-49f3-bc2c-a0033bedc6cb,75a1ec52-aba2-429b-8fc0-8238e0ae6a6b,5
7d50f09c-d091-42e7-b6a1-2c1cbec69df7,6470b9b8-72e5-4e55-b199-d20b5e4e8f3c,2
1025d8b1-69cb-485f-89c7-342aaf513b32,3982a8a7-7a63-4161-9e7e-ab63673ec3b4,4
489a6132-491b-4a3b-8060-0a35f864fe45,4f568a8b-1543-4a05-b680-2e44ef44f4d8,4
3b677c1e-947a-4cec-b143-56e9084e4e38,28519e7f-a3ca-49c3-8abf-64e2dca0c665,5
b0124bdf-f020-45cc-9f9a-a95600d82e06,bd9e1cba-b0fb-4389-9a4d-e1f2f631202f,1
10101d1d-5411-4b3c-b88e-ee072071232a,704a503b-fdb6-4580-9a69-d975cea25d8b,5
361307bf-2d22-404e-8f9e-34caf694d463,efe7ee8c-5933-4323-9fe2-a1956a261182,5
96f3c540-5869-4cb8-af81-6d32f1ba497d,d99d2997-42af-49be-85e0-4b8d24e3007d,4
8ca9cfb0-ef96-4293-8248-0d52a30a2827,50d46e1c-be18-4d2c-a237-40401bc3f3c5,5
24f142db-de34-4b77-b54f-7e12f24f995f,55c4fa19-520d-47e9-a44f-6529cbe69252,1
61fd4a34-d086-4b2a-be76-fa48ddc23ce1,212d195d-1651-43f8-923f-4aed9557a702,1
7651cfaf-b3f9-41d0-8442-2ebef8252194,6a7f2c58-953d-4ec8-a163-09a1d59e5df6,4
7f3175b1-2071-4c2d-b04e-81e3a4ef3a24,4195077c-308e-49c1-a403-1a3569cf9335,3
34e7a755-d98d-46a2-9f80-661840471cd8,9cd23ab2-4181-44f9-9a22-d59f123fc547,3
65c95e9d-5190-4a5e-85a7-c30254fd2aee,3980a157-c06c-417f-b466-308742690ad4,3
4bfedebc-9a8e-424e-958c-b50aa87039d8,470e409e-84b1-40ae-b8b6-d52a297cd2af,5
a341dd32-ab7b-4395-8c8a-9f99f8f96f52,17748030-3ac8-4fcb-9d06-f1f9fdd9f7d9,2
4d37c964-b9ce-4049-a3f1-2ae020e7eb17,edf36a4f-a67a-4392-b8da-8cb4635462ce,1
7e8d8524-80da-40cf-a129-e343b384d1ff,48e3fb05-68f8-4bed-9321-dd745407e68d,5
19db141b-ff15-49ad-8233-6dfcd36f0808,7f53e500-4daa-4790-93f6-dba1d08d7fb5,3
3f6e0b13-1630-472d-a493-c78ec36e8c03,1a51a7e0-bd1e-404d-99d0-029f5f4169ac,1
0e2e2434-7b69-4633-a864-ce9b107ff730,f335943e-2dc6-48e0-a0d3-67cd13590fda,3
d8947a5b-4a34-4666-a2a6-511cf928d804,3e3f204b-33b0-488e-aaa4-dae77c0e22cb,1
d2634398-8164-45cf-a2c5-ad2aabbaf23a,c3503a70-6ca4-438a-82fe-062a0868ca7a,3
d0579511-ec59-4714-9146-e5529f314bcc,1dcb8b84-316e-40ef-a0f4-a42e0178261c,3
62d32533-8ed8-45ed-8420-aac3192f4721,63f15ecf-2f48-44f0-b86b-31c204350f1f,1
3c95e845-4106-4371-8303-760016ad7b69,c41fb4ac-ac05-44ca-891d-fb3e76dfcb3e,4
1cb9d08c-0267-487f-b4fe-9f899cd8dc8e,b2c778cc-46a1-4bbe-8861-a30a8146226b,1
7873647b-2d07-480f-bd5c-2e64c98af185,03e6d1f1-6a4d-4898-b3ae-5223f3efd9dd,5
bf100411-7a5f-429e-8dda-6118477a9230,e97df65d-c822-4d3f-b25a-7e3767c8cda6,1
6b46a4cd-0b7a-4e86-9238-f7639b43332c,c89ee0a9-8ea7-4f92-8506-5e993fca6f63,1
f53ece78-2b6a-40a7-9cc7-476389e4150b,055803a0-33a5-4e05-96dd-fc9c0f15a792,1
f1478f0b-7de4-4d22-bd81-a33fac6b5609,91b86a4f-e875-42b3-ae5e-8318a8075071,4
db25a922-e5df-45bb-b0a1-224cd399a412,40536f74-ced9-41a4-a57a-ff5efacd2d1c,3
d5765eb0-c4cc-45b1-86b7-e80425afc8ce,d3299b52-8909-461f-90a3-1d88419d2bff,1
6cf27667-0462-4d58-b0ef-3b11619e9572,ccf80e41-73b7-4add-b5b1-8126ff7f21af,4
3dc027b4-6328-46e3-a707-43f064b6e863,b648c882-aa1e-49f1-9275-05480f1f9025,4
7c2e756d-1d3b-4668-a4bf-9b5549d92add,0396918b-87e7-49a0-af92-01ca6bde8d8a,4
1ca3af33-d08e-4ce4-8b64-53ce3890357f,b82f876d-018c-4592-b0f8-4029084eb6fc,4
e0ec1b28-ed0b-4b59-b333-d8aa511ef31b,bbdff74f-7c15-4d84-bd56-a55f4c841ba3,2
083a7753-9405-4f3f-a01d-9279ff5687e3,f21ba179-a574-4c8e-b919-5382e0251eab,2
2db68e15-0205-456f-becd-6ef5a3e77e9f,cffa1e08-9cb2-499a-972a-55ab227dc7a8,1
b1f9cc0c-f44a-4bf8-a482-f67ecd6cbc14,2d1cb3a9-3518-4e28-a65d-4e3112d8a923,3
f1c0a4dd-9039-4b7a-b2d9-f075e1b3d0c1,c42f843c-0519-47e0-a4b9-f589b6c6560e,1
098c8a21-a722-401d-9b7b-4758d82afc31,9ca17fe7-e636-4e74-b191-077555d7d1f9,5
6bc9e3ad-8f11-4daf-b7c3-44b74ccdcfee,8bb16ce1-2c7e-42ec-9006-2b6a422d32b3,3
859574b0-7ea1-4d06-9fcc-770538c3f881,405bc933-4036-466e-8036-69af26b60650,2
b77780ee-016b-4982-b31d-ce99a3c5c241,1c552862-f70d-46a0-a379-573340437e96,2
304ddd7c-481c-4e27-8235-59859e8be340,23dc58ad-cc2b-4c6c-868d-bd812461317e,3
5d63d7e9-8fcd-4abb-a967-63d43b565404,b20b3239-6fd1-411e-886a-abcc6b0ff0bc,3
8973de13-6f65-4203-b6c6-9c6f08775e7e,0caf4db6-29b6-4f35-86f6-8a7d36003a1e,3
14a8c027-1992-464c-a429-60bb84e84ad4,489bde57-4daf-411a-92ba-25862926afe7,1
5d464fe0-7e31-4b9e-b7d3-cde292664d53,ed18a921-1f6d-427f-8d0b-0a53a3dc6a67,1
13136d70-53bc-452e-9f37-695d64158282,34e0c466-a668-4cd5-a95a-f22ded902ad9,4
ce2fc29f-7bf2-402c-a7b2-f4bd0524c801,d58396f8-a4f8-41f4-b8ee-bead20179768,1
cf161c3a-273b-4119-84ce-5dcd52c0600f,cd475ba0-52ab-47bf-9592-938601a6eb16,4
eec4eab6-a26b-4631-92c8-a9abf340ef64,f5d234c1-7c0e-4ebc-921c-e0ca828862a7,3
ebab9f4f-3b57-4574-875f-2a93b06aaaf2,276bae4c-e4bd-4b50-9b0b-5205d279ce5f,3
4720fd71-2a3a-43d2-9495-6c71b1eed4cc,47e8d1fd-748b-4517-88e1-0472f8f5ab08,3
a9a4692a-79f6-430c-98e6-3dcf19cc5735,cfecfec3-5cc5-4efa-bddf-b60d60a38dd9,1
2441eec3-4f3c-4975-818f-5fcae09cc042,bcb6e8b8-cd1b-4cfc-adb0-00f849072506,2
55a1d4fc-cf96-47dd-9df4-b2ac0d1e531b,a806b8e1-6c9f-4eba-a83f-84051896baab,3
435152cf-6d7e-4436-b2a0-d722ec58fb73,2de0a81b-b1e7-4939-9640-9ce301c3e72e,5
248ee33b-2aac-4632-b1e9-09612a4d3a88,1052b528-fede-471c-9c4a-15a832b69969,1
3b023e9b-1686-40b5-88c1-0416e7b9e42b,0e8410c3-14b9-426e-b83b-2dfbc9649c12,2
ae36ef82-58cd-4876-a288-8b7e42e8824f,b0cc714c-fb81-4b67-8825-56354c46874f,5
a9b8c243-5da9-420f-ab76-d58501fd6e18,843de845-9040-4695-a5a8-ab7edad61e3f,4
97cbadcb-3bf0-4e0a-bf58-486894f65a63,86cab0e6-f81b-4a9a-b005-a2844e3c628a,3
5a29e6e3-44f1-433b-a6dd-863a812f8a75,9c0ee14d-1d75-434e-b770-4a515544755f,4
9e62a54d-9afd-4c72-a238-f176a9bf1454,c7c276c5-0ede-4135-8206-cf97f5c36cda,4
c112c730-f1aa-4937-a5d6-91c2a7c49d10,5131d3ee-8105-4ff6-b654-7b6c4ddaf4fa,4
e62e0d19-9463-4c3d-bbd0-2e98d8851fb1,97d32822-99f4-4f87-9249-0b7942f522e2,5
95737db3-8f1b-4938-971e-6d954f6822a4,fb775a4f-0f58-4d49-8171-dcf8a0fd26d1,3
821101e3-dd5c-41cf-addc-177633491112,e8f86b23-2fc7-4e91-930c-25e35fe33090,3
8b78bc1b-bb3f-45ee-ba71-1fe0a4b5e13e,9e5dbb96-a5b7-4fb0-a0d8-23999910b6d3,5
d89d178a-9afa-43d1-a172-cc8af3dc75e8,02dd3263-8bbb-4308-b9c2-0c518b1ff56f,2
196058f8-21de-49f0-b653-dbb7b003c640,3274090d-64a5-4ba3-b9f0-4155795ce73a,3
651eb499-9c55-461f-b906-cfddedbf46da,179c1861-4e1a-48a9-bdfd-0f7426990f29,5
5f31fee0-b9ea-4a25-9cca-0b048b51ff56,016f062c-592d-4f8b-b75d-e362738e9a26,1
45313684-15b1-41c6-b69a-5df301974d2e,22863ae0-f927-4177-8f51-7c95ecdcf031,1
8ae8d3c1-f2b1-4e1e-bfd9-64e0d61ee39b,8cf1b8ce-5e7e-4425-a030-b78b3b17ed2b,4
135046b0-2feb-4d28-ba35-4f57eafcb5b6,9f64192c-e3a5-4512-aac2-f64c7e54b105,2
bc945a93-462e-408f-b0ad-47855d82f0e3,90ed0a6d-3319-42b8-bd73-d50fbc7c8991,1
347e570c-d527-493d-a0ab-50d48a63cce0,0d169740-87f1-43af-a92c-23af43679366,5
4a56d26f-2a03-41e1-8ea0-c51277b6d978,f47987ae-06b6-4ea0-a6aa-b2ce35fb11e2,2
6abbd32a-ecf4-4379-ac06-4070c6ab2a6f,9f9fe1a5-92ac-4d6b-aad5-63b6eb6c7416,1
032b858e-6007-4ea3-9e0f-c2f2911fb9be,d9f60319-38d9-4224-a868-83b860bf0e90,2
95abbcf4-5e89-4430-a094-4b018298f506,e4b95dac-aad5-4574-b2cf-c784e34b114c,5
89bc14a8-34e1-4e01-b08b-7336225df2cc,e1af6367-610c-4195-acbc-d47bd4ce7621,2
6b11716d-a254-446c-beb2-c2e0e3e4edcb,017886ea-f7c5-48d4-8388-d72e45bc9a27,2
7f5ab7b1-b6f8-4254-9ee8-9b59ac61379d,b5ab7e93-9b2c-4d1d-9acd-2f6cb66341b0,1
786b34b5-46c6-412e-9696-22affae13b78,dde13051-4457-4c8b-a414-0b36fcc6a074,4
cd949a12-69ce-4905-b8a7-b23e576c031b,38cfe11d-eb69-4984-987d-e69ecec32b36,1
b9639fe5-7497-4cce-8eb0-ff282c50180d,36e07f33-0a9c-4df9-8cce-a748bcbc3376,1
e3fae497-ea30-4de5-a307-95f60a821efc,d9dab405-8e90-4f85-8f6a-17d017cbcedf,3
ffe98691-c2fb-4f66-9c01-34627847d07a,5fab3435-812f-482e-9fc9-fdc52efd0d6f,3
4deda36a-4e0c-4d92-aa97-d4c4d1489d2a,13e547e3-09f1-467e-80dd-1f5d38fd4dd5,1
e1ad657d-8533-48ae-abff-b9eec2f33215,3fac9ab4-296e-44df-904b-8f08436f6ddb,3
789c64d2-927f-472d-a010-95f61ecb69ed,28a16f59-2b9d-4e40-a187-883b332d59c6,5
142f128d-f8e5-437e-b63b-931c0825e38d,9efda8ef-fdd8-4efa-912d-3ed8f8cea168,5
75cc7608-3ced-4a3d-8127-b2db079cd43a,e036109f-0009-4781-8d75-96e6f995599a,4
f7d8269f-db1f-41b1-a187-8b27909aa64c,04c0bedf-c1e4-43c8-9c32-3114726daf23,2
f7e4c69f-0773-4485-aef0-0c3071876a2d,fdfa941b-733c-436d-a261-b7d9374a9108,1
11000cab-414b-44e5-99c7-e5cce2951bb6,0e6dd8b3-5de7-4ad7-aeb6-89274eb562d5,3
64981309-8694-44b2-9e61-014771ea40f8,a26e1763-3def-4241-8702-dae39593df9f,2
5864f3d3-3906-4054-877a-452ae15c1da4,a5ef6062-18c5-43a8-a088-750c7e20cd1e,1
15cc2cb7-09b2-42a4-b806-8ec572db96dc,56d37a93-e2b4-489e-862c-fc0edc610105,3
4351c357-0b0f-47db-960a-c87339d80a1b,e10485a9-7ecb-47dc-a33c-5e0932aec3c7,5
f9d77982-cdff-4380-a8e5-79c3e35850e3,0828d299-d565-4b41-879a-b24b6a969ee9,5
120f590c-8eaa-4560-ae3c-21e7896278dc,3e9756d6-530d-4ee1-a4a3-dfd1eb379288,2
6ffb5131-7f0a-4b81-b1c9-9b0756b7f3ff,f00b4847-3302-4e48-98b2-e0fdd1b1c10b,1
0c8dea7e-be5b-4612-9d4e-a076642ddce3,4841a5b6-bb6f-4f3d-bf11-dcea2552c8a4,1
96f230cd-e763-40a0-a043-5c5ec7a25bca,8e3d8f82-7537-4168-b023-743eca8d47b0,3
4a5ea6fe-48a7-404c-b0ce-a6b68656f6bb,60c3fd46-7c0b-4ccf-8fca-7be9015356d0,5
dfda3487-da15-4f4b-8420-fef0d3ead570,8d925056-db16-4495-8db7-b6f503a39032,3
eb33c98f-e596-4080-bd12-f4eb9188a0ac,a4ceee76-eb00-4857-a620-b1e442d832aa,1
e8d334e1-db56-4538-abdd-c1307eaad80b,19ce3cbb-76d7-4565-a993-2335147d9ece,4
60a6cd86-f232-4b33-8fc8-2e2b315ca99f,b5b7b58a-292e-4822-a309-1639cf0c137f,3
5dfabf01-1592-40b7-b662-2c7a1bf31958,10492ee5-559a-49a0-a565-c27046128114,3
