CART_ID,ITEM_ID,QUANTITY
ded17ff3-8786-4cf7-9b75-4331283b116b,e0703523-a093-4288-a97b-734dbf16c5df,5
ded17ff3-8786-4cf7-9b75-4331283b116b,97c8a158-1824-4e67-a011-a17e31bc01ce,2
ded17ff3-8786-4cf7-9b75-4331283b116b,698d5296-696c-4890-bec0-7b9762c7d776,2
ded17ff3-8786-4cf7-9b75-4331283b116b,fce2edfc-f7fb-4d68-aa27-c68ad95cc888,3
ded17ff3-8786-4cf7-9b75-4331283b116b,39bd8383-7e47-4ba6-86e1-6c4f7230d588,5
ded17ff3-8786-4cf7-9b75-4331283b116b,f4a789af-29b6-4651-bfea-0320d38e8bf9,1
a3b68add-6456-4dc7-b5ea-20a065145dbd,74d678a4-cc9c-4977-9db5-ad39526bd464,3
a3b68add-6456-4dc7-b5ea-20a065145dbd,d15baca7-9a6e-4914-afc6-dc6cf60defee,3
a3b68add-6456-4dc7-b5ea-20a065145dbd,4eb57eb2-9eba-4cbc-b739-b44e27bdeaf7,2
a3b68add-6456-4dc7-b5ea-20a065145dbd,be76ac66-9760-48ca-8698-c0a93c8d2e94,3
1b122a92-8d1b-45ea-aa11-8d5bdffc4d87,4bd60ebe-b568-4760-ab19-b3eb8c549ea0,5
1b122a92-8d1b-45ea-aa11-8d5bdffc4d87,b3f46d80-8f42-4ba7-b2e1-a822e9975978,2
1b122a92-8d1b-45ea-aa11-8d5bdffc4d87,448769ca-98d3-41f1-97e0-fb0970a7c7a0,4
1b122a92-8d1b-45ea-aa11-8d5bdffc4d87,7614eeeb-803d-4424-bc42-33b8552ef914,5
9095634a-bbcf-48f1-95e0-3194601fa748,27ca4a5b-e3a4-4df6-8654-5825b6e55f94,4
9095634a-bbcf-48f1-95e0-3194601fa748,a115ed0d-570a-45c7-8584-a1e96a130628,1
9095634a-bbcf-48f1-95e0-3194601fa748,e8949cdf-4b1d-44e5-8834-6326f1b16b27,1
9095634a-bbcf-48f1-95e0-3194601fa748,3566181c-6a0e-46cb-a483-e6576b757825,2
9095634a-bbcf-48f1-95e0-3194601fa748,b5da7594-6f1f-4eac-b708-971344078c9c,5
9095634a-bbcf-48f1-95e0-3194601fa748,198096d3-8ceb-402d-a27d-fc7b94268269,3
9095634a-bbcf-48f1-95e0-3194601fa748,93e1f29f-bb59-4636-9150-76bec7741f44,1
8792d2e8-af1d-46ce-ab73-718c5ed86b37,1e9e13e5-537d-4af9-b900-3e83e0188435,2
8792d2e8-af1d-46ce-ab73-718c5ed86b37,0b39d79b-93b6-4e9a-bfd4-0f52ad5c32d9,2
8792d2e8-af1d-46ce-ab73-718c5ed86b37,fdc2217b-31a8-4efe-9976-c55af29bc547,3
a7297abc-e81f-48dd-98f3-88d52f1f0c1f,62e07885-9c5d-4826-9c6f-18a9b4cc1e0c,3
a7297abc-e81f-48dd-98f3-88d52f1f0c1f,59638cb0-c89e-4e29-99a7-94d6e86de242,4
a7297abc-e81f-48dd-98f3-88d52f1f0c1f,4b151aae-63b6-412b-b9c3-1b22320ef502,5
13e6fbd4-88ce-428d-a339-6faeb242a5d3,c0f1a4a9-cb69-4ae5-af9e-056ebc1ec11c,4
13e6fbd4-88ce-428d-a339-6faeb242a5d3,1549101c-86b4-4e84-8a4c-4862604629ec,5
13e6fbd4-88ce-428d-a339-6faeb242a5d3,f688440a-98e1-42e1-872d-3b8cb40ce5c1,2
13e6fbd4-88ce-428d-a339-6faeb242a5d3,e14952ce-2fac-4f34-81b9-16dbfbd36f8f,3
69711159-46a4-4ae7-b6ac-eb72032de653,db01a5c8-0e12-48dc-bb5f-56a14c25a907,1
69711159-46a4-4ae7-b6ac-eb72032de653,e3808c6c-507b-4f4c-848e-b1cfafaf2828,4
69711159-46a4-4ae7-b6ac-eb72032de653,471278c6-eb0c-4151-a321-0c7c3ef3fade,2
69711159-46a4-4ae7-b6ac-eb72032de653,7b2d2b67-a761-498c-b067-0533bee50cc0,5
69711159-46a4-4ae7-b6ac-eb72032de653,21ab3994-e8a4-4831-bc1a-2399ef584f82,5
69711159-46a4-4ae7-b6ac-eb72032de653,be528fe4-7555-4b6e-9c50-9e34a3c7a906,2
69711159-46a4-4ae7-b6ac-eb72032de653,a385b9a0-6ca6-4e87-b035-bb8bf1643824,4
fedcf5b6-a4ab-41e6-acd4-c8ddc5db1875,151af1e4-b6ff-474a-bb42-d4648d90e3f4,3
fedcf5b6-a4ab-41e6-acd4-c8ddc5db1875,ddf592c1-e998-4a8e-b31b-125a38ae110d,5
fedcf5b6-a4ab-41e6-acd4-c8ddc5db1875,e08c3cef-4f30-488e-8fd2-401f0a4645bf,2
fedcf5b6-a4ab-41e6-acd4-c8ddc5db1875,9dbf6891-697c-457c-a095-40a257914e9c,5
56a30e9e-a6c4-49d1-aaf7-dd6f8cf233e8,e38c120f-c964-4a7b-aa4a-e4690c56eea6,4
56a30e9e-a6c4-49d1-aaf7-dd6f8cf233e8,8ded7958-0c03-48dc-89e8-fd1f357b4040,4
56a30e9e-a6c4-49d1-aaf7-dd6f8cf233e8,0e1e8f7a-6a55-48fe-8efd-30bfeabba08d,1
56a30e9e-a6c4-49d1-aaf7-dd6f8cf233e8,3e857aab-a377-440b-bf86-26000d423ed6,5
56a30e9e-a6c4-49d1-aaf7-dd6f8cf233e8,41dae441-3bbc-41cf-93a2-40c2b07fced3,5
56a30e9e-a6c4-49d1-aaf7-dd6f8cf233e8,028f5b1d-e68d-4164-b758-ab94ece6a727,2
e1163123-dbf4-44bd-8aa9-ff1eb19ab924,a6018e42-d82a-4fcf-82d7-4e6520e29329,3
e1163123-dbf4-44bd-8aa9-ff1eb19ab924,f0a6f0ff-268f-46c5-8cfc-af6bf49953f1,4
e1163123-dbf4-44bd-8aa9-ff1eb19ab924,cc848109-57e9-4e91-aba4-2c64719ccdc0,3
e1163123-dbf4-44bd-8aa9-ff1eb19ab924,59b8c779-ca95-43e8-b6b1-704a2ba1a55d,5
e1163123-dbf4-44bd-8aa9-ff1eb19ab924,800e725b-ff6d-4a64-ac46-9dbc45e02dc4,1
a61a3123-6e35-461b-8c3b-6724c8a838f5,63aa6b11-4992-41e7-888e-271702baac4c,5
a61a3123-6e35-461b-8c3b-6724c8a838f5,d0ac5cf8-c7bd-4680-b886-90fd1f711e39,1
a61a3123-6e35-461b-8c3b-6724c8a838f5,a2805027-c5af-44be-8220-9b4d90ec184c,1
